"","B cells|B cells","B cells|Endothelial cells","B cells|Epithelial cells","B cells|Fibroblasts","B cells|Mast cell-like","B cells|Myeloid","B cells|Neuron-like cells","B cells|T cells","Endothelial cells|B cells","Endothelial cells|Endothelial cells","Endothelial cells|Epithelial cells","Endothelial cells|Fibroblasts","Endothelial cells|Mast cell-like","Endothelial cells|Myeloid","Endothelial cells|Neuron-like cells","Endothelial cells|T cells","Epithelial cells|B cells","Epithelial cells|Endothelial cells","Epithelial cells|Epithelial cells","Epithelial cells|Fibroblasts","Epithelial cells|Mast cell-like","Epithelial cells|Myeloid","Epithelial cells|Neuron-like cells","Epithelial cells|T cells","Fibroblasts|B cells","Fibroblasts|Endothelial cells","Fibroblasts|Epithelial cells","Fibroblasts|Fibroblasts","Fibroblasts|Mast cell-like","Fibroblasts|Myeloid","Fibroblasts|Neuron-like cells","Fibroblasts|T cells","Mast cell-like|B cells","Mast cell-like|Endothelial cells","Mast cell-like|Epithelial cells","Mast cell-like|Fibroblasts","Mast cell-like|Mast cell-like","Mast cell-like|Myeloid","Mast cell-like|Neuron-like cells","Mast cell-like|T cells","Myeloid|B cells","Myeloid|Endothelial cells","Myeloid|Epithelial cells","Myeloid|Fibroblasts","Myeloid|Mast cell-like","Myeloid|Myeloid","Myeloid|Neuron-like cells","Myeloid|T cells","Neuron-like cells|B cells","Neuron-like cells|Endothelial cells","Neuron-like cells|Epithelial cells","Neuron-like cells|Fibroblasts","Neuron-like cells|Mast cell-like","Neuron-like cells|Myeloid","Neuron-like cells|Neuron-like cells","Neuron-like cells|T cells","T cells|B cells","T cells|Endothelial cells","T cells|Epithelial cells","T cells|Fibroblasts","T cells|Mast cell-like","T cells|Myeloid","T cells|Neuron-like cells","T cells|T cells"
"CXCL2_DPP4",0.502922621667626,0.502922621667626,0.502922621667626,0.502922621667626,0.428536792061782,0.502922621667626,0.502922621667626,0.502922621667626,0.692862410684373,0.152440035543497,1,0.578031211052133,0.313008692113866,0.0846330071532487,0.135223892902256,0.0919315788881006,0.310773309544547,0.170268317885921,0.766248887988018,0.173858449083104,0.557890672494214,0.18280873402883,0.247847675425939,0.198432485389007,0.430598827968672,0.83157807799233,0.189697899232867,0.065002614990136,0.977149613639743,0.728227508261604,0.537770528507388,1,0.612089880089257,1,0.612089880089257,0.612089880089257,1,0.612089880089257,0.612089880089257,0.612089880089257,0.474232373071727,0.905079557076194,0.00265081134646352,0.0280034476343402,0.384956554306717,0.889617966479067,0.86472919778199,0.142532629918379,0.0276102753175736,0.692406383294543,0.0259719854086368,0.00841151486953089,0.363027866395779,0.144077462959943,0.499756813637813,0.20467878118373,0.455761202821219,1,0.0549708351002906,0.050136990252442,0.685184720087318,0.167121479006681,0.976217158952305,0.452679867548254
"CCL21_CCR7",0.96430704452167,0.799946492427152,0.722752244691669,0.799946492427152,1,0.108319380730004,1,0.96430704452167,0.437205017048225,0.810469134784799,0.852054943840208,0.218086203436961,0.108319380730004,0.347352099187099,0.310742434357538,0.931512566040265,0.24857863035645,0.0792505812739959,0.462790340129512,0.709099239925286,0.104832330582654,0.0166579646233961,0.428536792061782,0.319999131054412,0.803658668465658,0.470262706374128,0.692808733941089,0.206972273252803,0.612089880089257,0.347352099187099,0.428536792061782,0.505403696866515,0.0175444823761302,0.0175444823761302,0.0175444823761302,0.0175444823761302,0.108319380730004,0.0175444823761302,1,0.0175444823761302,0.590297221008528,0.310742434357538,0.450988832923228,0.37294430984466,0.612089880089257,0.428536792061782,0.612089880089257,0.471855950214528,0.344553344129111,0.923700835359221,0.977641569652181,0.00476990253772611,0.128385831962489,0.0308976980471905,0.226957173640238,0.0562467540869529,0.16522391977882,0.612089880089257,0.226957173640238,0.16522391977882,1,0.612089880089257,0.428536792061782,0.16522391977882
"NPPA_NPR3",0.428536792061782,0.909231325268873,0.513729047543498,0.568650027537515,1,0.612089880089257,1,0.0175444823761302,0.428536792061782,0.0805911616888426,0.131606132613063,0.495251513206075,0.612089880089257,0.799946492427152,0.428536792061782,0.0283274576302365,0.838294343350861,0.390322534917246,0.437667416366967,0.656262727710586,0.612089880089257,0.692343104039332,0.96430704452167,0.0642444195359413,0.226957173640238,0.436116435070292,0.933450910225916,0.955039628846193,0.612089880089257,0.213020552737199,0.310494434317235,0.0525308698826772,0.612089880089257,0.428536792061782,0.428536792061782,0.428536792061782,0.612089880089257,0.428536792061782,0.428536792061782,0.612089880089257,0.675925243037686,0.305962618698345,0.405791826837213,0.419692624593274,0.612089880089257,0.429473715443805,0.96430704452167,0.0805911616888426,0.96430704452167,0.97453238453687,0.502508814333082,0.544141264580994,0.612089880089257,0.799946492427152,0.722752244691669,1,1,0.127817166985988,0.120150406714777,0.169831072225165,0.612089880089257,0.513729047543498,0.722752244691669,0.347352099187099
"NPPA_NPR2",0.428536792061782,0.879147648395713,0.462538960140444,0.909231325268873,0.612089880089257,1,0.428536792061782,0.775103324202317,0.108319380730004,0.265835393240107,0.0805911616888426,0.0525915920691284,0.428536792061782,0.108319380730004,0.428536792061782,0.624288395796505,0.61530764052025,0.728183850735781,0.292189611128082,0.12678622659337,0.303368518016874,0.96430704452167,0.226957173640238,0.332813918892486,0.838294343350861,0.499756813637813,0.504442998780578,0.504442998780578,0.128385831962489,0.902546269167626,0.226957173640238,0.296585990379111,1,0.428536792061782,0.428536792061782,0.428536792061782,1,1,0.612089880089257,0.428536792061782,0.719573266066771,0.709629174218646,0.174518994839432,0.192914492863364,0.26325303383643,0.902546269167626,0.226957173640238,0.505118705405503,0.722752244691669,0.918137286310965,0.462790340129512,0.306807028442721,0.722752244691669,0.428536792061782,0.310742434357538,0.829484979610388,0.462538960140444,0.0595234938316017,0.0167149499464,0.0373287769179619,0.128385831962489,0.428536792061782,0.226957173640238,0.332480499362133
"LGALS9_MET",0.108319380730004,0.568650027537515,0.675925243037686,0.59459345206359,1,0.414326973448099,0.568650027537515,0.26325303383643,0.799946492427152,0.842483211390013,0.798340969019844,0.887126175498133,0.612089880089257,0.263239499032355,0.510036764160684,0.322342935931745,0.885836268871716,0.233933976719091,0.524343311814726,0.174386979176752,0.428536792061782,0.908770690900116,0.452610129477836,0.818730162937054,1,0.0423200372407313,0.0423200372407313,0.0541850287617784,0.428536792061782,0.232910739167852,0.0787590235842494,0.523451423507623,0.612089880089257,0.597877394907459,0.791989757460873,0.552921985166338,0.612089880089257,0.713368210209485,0.791989757460873,0.775103324202317,0.942771114265418,0.0715719063545151,0.464000090087047,0.803260501870714,0.428536792061782,0.886121851827876,0.803260501870714,0.382259293750094,1,0.816805051168379,0.772145026721783,0.9538170910774,0.612089880089257,0.827789055283717,0.451520429555351,0.779713983916045,0.675925243037686,0.559169218634274,0.486849454491036,0.48543226371225,0.428536792061782,0.930762440509755,0.71406099844613,0.571037379495622
"LGALS9_LRP1",0.775103324202317,0.799946492427152,0.675925243037686,0.849298474063779,0.428536792061782,0.849298474063779,0.713368210209485,0.790224546277976,0.495251513206075,0.829484979610388,0.909577485938059,0.268231640404957,1,0.477885389508881,0.641106010313356,0.842458220825977,0.103494872394168,0.927375198206031,0.0636083303386474,0.00365482320287384,0.332480499362133,0.0160290599679803,1,0.040490249645744,0.156326179896321,0.82316940981333,0.126085379703205,0.00242858661857847,0.408936222880623,0.00202011799942758,0.156326179896321,0.00969218418653943,0.428536792061782,0.226957173640238,0.620884885476571,0.468297970586497,0.96430704452167,0.468297970586497,0.428536792061782,0.597877394907459,0.150832964034173,0.605502537487343,0.287929461842505,0.000148643626904496,1,0.00332646419602941,0.927375198206031,0.116426246861029,0.568650027537515,0.713368210209485,0.907788778728746,0.271172266754606,0.653455794196473,0.246749376834615,0.568650027537515,0.816805051168379,0.230487392098804,0.873179066842125,0.504377229647063,0.0280034476343402,1,0.0549708351002906,0.66824528327001,0.254145200714988
"PDGFB_LRP1",0.428536792061782,0.612089880089257,0.893206273819137,0.893206273819137,0.428536792061782,0.893206273819137,0.612089880089257,0.893206273819137,0.133499381290324,0.738222316547428,0.766248887988018,0.0061594401320795,0.923700835359221,0.00414625632016936,0.879255631592918,0.850014076101033,0.713368210209485,0.0662569574955806,0.223910623415394,0.510036764160684,0.607320618841978,0.344553344129111,0.391719574447874,0.128999451669771,0.133499381290324,0.827789055283717,0.845985612995438,0.0559085829257183,0.66824528327001,0.14959657799854,0.632034553865548,0.421550482484639,0.428536792061782,0.612089880089257,0.310742434357538,0.310742434357538,0.310742434357538,0.310742434357538,0.310742434357538,0.310742434357538,0.276649534801901,0.597286482736603,0.78199038995693,0.00332646419602941,0.448321021345335,0.022424918077092,0.648577883748847,0.431255700820918,0.621281208791057,0.470262706374128,0.369362688715573,0.8410908112991,0.97266972352587,0.977149613639743,0.918137286310965,0.178236888610268,0.713368210209485,0.236218436285061,0.953179261337179,0.577183593107636,0.893206273819137,0.702869634129837,0.354953778530311,0.883359820606683
"MDK_LRP1",0.428536792061782,1,0.310742434357538,0.310742434357538,0.612089880089257,0.310742434357538,0.428536792061782,0.310742434357538,0.310742434357538,0.310742434357538,0.921219349313174,0.632034553865548,0.790224546277976,0.632034553865548,0.675925243037686,0.462790340129512,0.103494872394168,0.83157807799233,0.0562467540869529,0.000407643885904755,0.873153500679831,0.00332646419602941,0.855218986123258,0.0109123902551168,0.133499381290324,0.663507186997632,0.0561339968065114,0.000992873358232281,0.468297970586497,0.000543093984450763,0.575899976232696,0.00727832721286055,0.612089880089257,1,0.612089880089257,0.612089880089257,1,0.612089880089257,0.612089880089257,0.612089880089257,0.653455794196473,1,0.929843327946302,0.537770528507388,0.732332470754753,0.746873161949356,0.354953778530311,0.976591606949045,0.799946492427152,0.428536792061782,1,0.65604400893764,0.226957173640238,0.65604400893764,0.568650027537515,0.97266972352587,0.226957173640238,0.722752244691669,0.575899976232696,0.290688063227338,0.310742434357538,0.319999131054412,0.310742434357538,0.53424616508463
"WNT3A_LRP1",0.612089880089257,0.612089880089257,0.612089880089257,0.612089880089257,1,0.612089880089257,1,0.612089880089257,1,1,0.502922621667626,0.128385831962489,0.428536792061782,0.128385831962489,0.612089880089257,0.128385831962489,0.169831072225165,0.732467157578707,1,0.0085763099974166,0.448321021345335,0.0331331576294948,0.784473828300241,0.846381117692049,0.16522391977882,0.470262706374128,0.228963367018438,0.271172266754606,0.369536301817734,0.451520429555351,0.947420645127537,0.602209026234862,1,1,1,1,1,1,1,1,0.226957173640238,1,0.568650027537515,0.732332470754753,0.502922621667626,0.732332470754753,0.310742434357538,0.675925243037686,0.428536792061782,0.108319380730004,0.128385831962489,0.128385831962489,0.612089880089257,0.128385831962489,0.428536792061782,0.128385831962489,0.310742434357538,0.612089880089257,0.96430704452167,0.893206273819137,0.612089880089257,0.893206273819137,0.428536792061782,0.893206273819137
"LGALS9_CD47",0.568650027537515,0.849298474063779,0.909231325268873,0.675925243037686,0.675925243037686,0.909231325268873,0.732332470754753,0.849298474063779,0.16047113506448,0.293549200470968,0.589626137556933,0.629378880535559,0.434308795657183,0.320422105331187,0.932130271719514,0.551072015680415,0.52389899795686,0.00608914158337433,0.0100431634961698,0.0137399218284087,0.119343315668818,0.00305772268007302,0.102430471667066,0.0137543633917964,0.276412892453779,0.00339085045169966,0.00167014687036669,0.0180731079350327,0.1252835609574,0.00138139204388556,0.0369799352227144,0.0180731079350327,0.791989757460873,0.757822790750145,0.597877394907459,0.552921985166338,0.972663326246455,0.468297970586497,0.947432025468618,0.791989757460873,0.0919315788881006,0.0016395842482799,0.0477979347544565,0.022424918077092,0.437877942785057,0.00209227165748905,0.760859511947213,0.218722340461471,0.277627516277856,0.487074974655782,0.246749376834615,0.772145026721783,0.654690180170092,0.451520429555351,1,0.816805051168379,0.230194270084237,0.0654854727492253,0.112887063795422,0.0705423739220449,0.340652203756248,0.0242677029196978,0.419907886096499,0.181798876789026
"SIRPA_CD47",0.488758251840284,0.869077943116128,0.973701731907093,0.869077943116128,0.942771114265418,1,0.575192078876763,0.766700404830875,0.00464598662244571,0.800861554311841,0.758888611185105,0.635241291982635,0.33444337970795,0.716793183169649,0.20923710863861,0.635188763381426,0.933491907263798,0.00539963180617888,0.00601154440763034,0.0183408028012733,0.110160780048617,0.00506847924386651,0.0905146761821046,0.0245973023749576,0.0862645543568949,0.000899507903136602,0.0112248460074547,0.0016395842482799,0.346182129647276,0.000738713782192043,0.45503547491248,0.0765977990338466,0.152850300387696,0.852083112626561,0.53424616508463,0.494170293696174,0.494170293696174,0.901071841992185,0.263239499032355,0.263239499032355,0.431255700820918,0.00146330086394869,0.0016395842482799,0.000148643626904496,0.0964347692285641,2.70261139826357e-05,0.0628064367194802,0.00332646419602941,0.933817178698361,0.0328919735255147,0.00725159385056733,0.0249505959583729,0.124856840316743,0.0127141529834034,0.233933976719091,0.0160290599679803,0.698096842224506,0.00143889135823036,0.0014559500254005,0.00305772268007302,0.111719846969348,0.000662193744533833,0.0433089447255038,0.00435613681145043
"LGALS9_PTPRK",0.414326973448099,0.790224546277976,0.675925243037686,0.518249411658953,0.502922621667626,0.26325303383643,0.849298474063779,0.675925243037686,0.391278657906389,0.932130271719514,0.164217185933799,0.570131754154016,0.775103324202317,0.0833079154081012,0.977352447934465,0.276331201754623,0.622528887366174,0.0378865209333923,0.846357936997788,0.1580281118465,0.791989757460873,0.706588825250312,0.0249505959583729,0.911605998186024,0.884880525639038,0.0280034476343402,0.0423200372407313,0.100802548497846,0.741657174196553,0.499683170047792,0.00349605121541319,0.274390988491898,0.462538960140444,0.644423096289893,1,0.597877394907459,0.226957173640238,0.675925243037686,0.644423096289893,0.918137286310965,0.754834268250161,0.116426246861029,0.103640642771078,0.313800209452383,0.873179066842125,0.108151776494399,0.0919315788881006,0.599097074163634,0.424807465930217,0.64314045494111,0.524089306996674,1,0.893206273819137,0.263843827383389,0.907788778728746,0.537770528507388,0.976591606949045,0.231710206629227,0.845634089746699,0.403986354453848,0.741657174196553,0.355314936221034,0.0623947085973233,0.483524506631281
"WNT5A_PTPRK",0.292110353317884,0.0764973185691278,0.112984489695129,0.127817166985988,0.470262706374128,0.775103324202317,0.0995428721577828,0.150832964034173,0.518249411658953,0.450988832923228,0.369536301817734,0.541734131315685,0.722752244691669,0.621281208791057,0.332480499362133,0.590297221008528,0.589566320722268,0.116426246861029,0.108545174866054,0.498001193653368,0.97453238453687,0.185199649191733,0.0919315788881006,0.305962618698345,0.128999451669771,0.599097074163634,0.0100660168370456,0.803348784185869,0.725462474576785,0.0408927676290764,0.422331264933563,0.127486209769254,0.612089880089257,0.502922621667626,0.428536792061782,0.428536792061782,1,0.428536792061782,0.502922621667626,0.464571943381652,0.371132738276479,0.382259293750094,0.382259293750094,0.887928422025655,0.332480499362133,0.0417495773694245,0.778022786316796,0.535014737845294,0.484677433547795,0.263967603222761,0.439314703657506,0.626311708942163,0.97266972352587,0.544141264580994,0.10249066308691,0.884880525639038,0.879255631592918,0.524089306996674,0.907788778728746,0.772145026721783,0.675925243037686,0.190568863907671,0.816805051168379,0.524019903235912
"LGALS9_SLC1A5",0.653455794196473,0.347352099187099,0.790224546277976,0.732332470754753,0.96430704452167,0.790224546277976,0.428536792061782,0.96430704452167,0.191399244765128,0.918137286310965,0.842483211390013,0.932130271719514,0.849298474063779,0.887126175498133,0.96430704452167,0.648577883748847,0.00405206508084437,0.388711016762426,0.06364882776275,0.0636083303386474,0.470262706374128,0.0108033314677726,0.568650027537515,0.0331472731619533,0.00775737491641458,0.272824749044186,0.0113612641037333,0.00417334047328852,0.909231325268873,0.00482828178407581,0.568650027537515,0.030902563735807,0.470262706374128,0.893206273819137,0.468297970586497,0.50969080022972,0.879147648395713,0.644423096289893,0.612089880089257,0.288206718464036,0.00601154440763034,0.384217228500489,0.24039953605171,0.268408259319071,0.70627664431993,0.422331264933563,0.621281208791057,0.0554956772857307,0.212879768315453,0.675925243037686,0.816805051168379,1,0.303368518016874,0.9538170910774,0.838241336153977,0.648577883748847,0.0299871541527249,0.332480499362133,0.172865439468621,0.0897224979168118,0.909231325268873,0.171537337724144,0.518249411658953,0.28688470994563
"LGALS9_COLEC12",0.414326973448099,0.675925243037686,0.568650027537515,0.568650027537515,0.0175444823761302,0.470262706374128,0.621281208791057,0.790224546277976,0.620960577894873,0.505403696866515,0.065002614990136,0.629378880535559,0.369536301817734,0.244456150504193,0.670235626726118,0.752709333389997,0.290595130180927,0.126961303628093,0.487854679388294,0.0493730416624643,0.725462474576785,0.889920064158006,0.1580281118465,0.212473819890501,0.455761202821219,0.0982245693849841,0.250532059889133,0.0322247338110608,0.354953778530311,0.231710206629227,0.0549708351002906,0.0274727858378292,0.128385831962489,0.70627664431993,0.810469134784799,0.552921985166338,0.96430704452167,0.692406383294543,0.843204858035321,0.644423096289893,0.563757731496826,0.212893576539143,0.0137977287216041,0.0715719063545151,0.632034553865548,0.130364965147574,0.313800209452383,0.3998445998446,0.678129841342529,0.905079557076194,0.277627516277856,0.907788778728746,0.513729047543498,0.602148300818802,0.816805051168379,0.883359820606683,0.502595676715242,0.594386459059203,0.355043120375435,0.210718823186951,1,0.845634089746699,0.486849454491036,0.635241291982635
"LGALS9_HAVCR2",0.675925243037686,0.513729047543498,0.675925243037686,0.675925243037686,0.0848467241041893,0.909231325268873,0.502922621667626,0.909231325268873,0.811497744108442,0.765613209500004,0.688374168881983,0.390109132251899,0.0443335236505199,0.712091927554808,0.209014763116277,0.589626137556933,0.756532709893081,0.116544264277528,0.0328652069997717,0.636339190009111,0.702869634129837,0.040490249645744,0.773867999803796,0.0085459802435677,0.316106034880933,0.102546878404218,0.0415580567897537,0.167188764815499,0.455761202821219,0.0180731079350327,0.119100444772444,0.00201688266684057,1,1,0.918137286310965,0.757822790750145,0.226957173640238,0.468297970586497,0.502922621667626,0.50969080022972,0.633761877526729,0.316694819826235,0.685010641532381,0.846311544112671,0.439239826548236,0.0914550451004276,0.725462474576785,0.0148992685377368,0.678129841342529,0.716884604137793,0.976587587769261,0.617907071824078,0.213113581054231,0.728227508261604,0.829484979610388,0.685184720087318,0.931523744805742,0.197426502230217,0.230194270084237,0.779245845321644,0.811497744108442,0.19113882349766,1,0.0706292091868411
"LGALS9_SORL1",0.327301698653168,0.518249411658953,0.675925243037686,0.675925243037686,0.104832330582654,0.675925243037686,0.722752244691669,0.732332470754753,0.403869739467297,0.401046478553467,0.754834268250161,0.13972703306786,0.0619753658389461,0.887126175498133,0.779713983916045,0.798340969019844,0.779279531281706,0.374504828226853,0.0912571055812603,0.933655140992498,0.876494743252099,0.212893576539143,0.928735924056509,0.127894131719042,0.477885389508881,0.34009520533725,0.100592315907955,0.556168612286687,0.757822790750145,0.126085379703205,0.0275787097205312,0.079734639675724,0.86398739741116,0.885836268871716,0.50969080022972,0.97266972352587,0.194379073638039,0.644423096289893,0.713368210209485,0.644423096289893,0.453722803084263,0.977514445249918,0.116426246861029,0.375874251645655,0.32521929692258,0.263455063455063,0.702869634129837,0.3998445998446,0.928723323361108,0.563757731496826,1,0.310773309544547,0.265835393240107,0.602209026234862,1,0.907788778728746,0.82034094710486,0.862068108731459,0.522366209025909,0.418396119724909,0.97453238453687,0.636339190009111,0.923700835359221,0.559169218634274
"MDK_SORL1",0.310742434357538,0.310742434357538,0.310742434357538,0.310742434357538,0.612089880089257,0.310742434357538,0.612089880089257,0.310742434357538,0.184156114358135,0.332480499362133,0.678068073281086,0.103494872394168,0.183486908733839,0.462790340129512,0.102234295808877,0.587326833879403,0.676487160258036,0.306790768728026,0.0477979347544565,0.157964562665565,0.927375198206031,0.369771291510422,0.952447024622347,0.218722340461471,0.521012907257389,0.14401184714272,0.0562467540869529,0.698052885401516,0.732467157578707,0.102587879248026,0.37826649248886,0.0813146522093523,0.612089880089257,0.612089880089257,0.612089880089257,0.612089880089257,1,0.612089880089257,1,0.612089880089257,0.605502537487343,0.633189515895399,0.837262777176008,0.428219841945551,0.409056628800763,0.617907071824078,0.61530764052025,0.746873161949356,0.732332470754753,0.518249411658953,0.918137286310965,0.757822790750145,0.879147648395713,0.918137286310965,0.838294343350861,0.97266972352587,0.947432025468618,0.288206718464036,0.575899976232696,0.619026984909167,0.675925243037686,0.419091456605844,0.675925243037686,0.290688063227338
"LGALS9_MRC2",0.428536792061782,0.790224546277976,0.675925243037686,0.568650027537515,0.799946492427152,0.775103324202317,0.675925243037686,0.96430704452167,0.775103324202317,0.883359820606683,0.887126175498133,0.842483211390013,1,0.975208240089226,1,0.412028194352275,0.117748804888874,0.54751021320753,0.360845776413203,0.280337369673159,0.513729047543498,0.495600102550817,0.702869634129837,0.0684606370306871,0.0409644553467008,0.505403696866515,0.0260547623472275,0.0706292091868411,0.513729047543498,0.97689500206072,0.523451423507623,0.0231209678126878,0.96430704452167,0.849298474063779,0.644423096289893,0.50969080022972,1,1,0.96430704452167,0.119206815909279,0.117748804888874,0.653855245626727,0.533238741934394,0.569618143531187,0.624288395796505,0.932994880788031,0.9538170910774,0.0416531274931586,0.675925243037686,0.648577883748847,0.9538170910774,0.772145026721783,0.96430704452167,1,0.810469134784799,0.346264323513864,0.0595234938316017,0.720536822620368,0.452610129477836,0.559169218634274,0.513729047543498,0.626255237092599,0.663446347710455,0.244456150504193
"PDGFB_PDGFRB",1,0.96430704452167,0.879147648395713,0.893206273819137,1,0.310742434357538,0.612089880089257,0.428536792061782,0.303368518016874,0.696992133711647,0.845962252782109,0.0263301915475829,0.502922621667626,0.484677433547795,0.732332470754753,0.11410121777327,0.128385831962489,0.18961510168453,0.150428763346288,0.439314703657506,0.428536792061782,0.0619753658389461,0.462538960140444,0.0180543283421167,0.347352099187099,0.844444726171823,0.933481665107898,0.102115584624155,0.428536792061782,0.401336327365818,0.621281208791057,0.305016930106193,1,0.310742434357538,0.310742434357538,0.310742434357538,1,0.612089880089257,1,0.428536792061782,0.226957173640238,0.0887319463601019,0.0750692555878392,0.0263301915475829,0.428536792061782,0.135780562126999,0.327301698653168,0.101078327052201,0.0848467241041893,0.199875340619432,0.277545000332413,0.796573880687864,0.428536792061782,0.0864182894890402,0.470262706374128,0.00228108110022097,0.108319380730004,0.925720369766865,0.563757731496826,0.702869634129837,0.108319380730004,0.138312072977847,0.26325303383643,0.265835393240107
"PDGFB_PDGFRA",0.879147648395713,0.612089880089257,0.879147648395713,0.893206273819137,1,0.428536792061782,0.310742434357538,0.502922621667626,0.713368210209485,0.11789288525072,0.303439176368813,0.022424918077092,0.502922621667626,0.178236888610268,0.0930531842634546,0.297914050027297,0.879147648395713,0.00805583653631922,0.0253593731529785,0.289245952196866,0.502922621667626,0.00405597604482682,0.86398739741116,0.102437817889453,0.713368210209485,0.0987740021419135,0.337760083121179,0.305297140006854,0.502922621667626,0.0429066753254747,0.484677433547795,0.209809383868708,0.612089880089257,0.612089880089257,0.428536792061782,0.310742434357538,1,0.612089880089257,0.310742434357538,1,0.838294343350861,0.0106867480692692,0.0120143707838406,0.145481571568528,0.428536792061782,0.00648959218776679,0.385005354413959,0.265835393240107,0.96430704452167,0.00685525921924573,0.0564884556547361,0.796573880687864,0.428536792061782,0.0320085636704204,0.430706751493157,0.194379073638039,0.428536792061782,0.00697169859669306,0.47466738019457,0.883359820606683,0.108319380730004,0.0648785829901419,0.541734131315685,0.0175444823761302
"PDGFA_PDGFRA",0.108319380730004,0.428536792061782,0.502922621667626,0.799946492427152,1,0.612089880089257,0.612089880089257,0.108319380730004,0.893206273819137,0.171557572977263,0.297201745755707,0.675541150869217,0.502922621667626,0.121258783569227,0.260859279349305,0.238762994475539,0.653455794196473,0.0559835506751262,0.636339190009111,0.022424918077092,0.502922621667626,0.197426502230217,0.202549241219817,0.450872483351741,0.713368210209485,0.14759091896299,0.780878546748814,0.0307624742407351,0.428536792061782,0.0711552183627686,0.182852576263033,0.472721313266519,0.502922621667626,0.0138466240237659,0.0312698688895044,0.291466141420325,0.108319380730004,0.0550715150141608,0.428536792061782,0.0175444823761302,0.775103324202317,0.190568863907671,0.577183593107636,0.631833120771532,0.502922621667626,0.523298433291399,0.523451423507623,0.0792505812739959,0.893206273819137,0.45609361229067,0.631833120771532,0.10159056275549,0.502922621667626,0.24496761469338,0.371132738276479,0.209809383868708,0.226957173640238,0.297914050027297,0.923700835359221,0.492920546545877,0.502922621667626,0.391719574447874,0.276649534801901,0.567720423820916
"PDGFB_ADGRV1",1,0.612089880089257,0.96430704452167,0.310742434357538,0.108319380730004,0.108319380730004,0.108319380730004,1,0.0175444823761302,0.0260538035868045,0.00414625632016936,0.225526397644925,0.108319380730004,0.0662569574955806,0.00278691747961884,0.250532059889133,0.0175444823761302,0.00427585273034718,0.000528738937130876,0.0192671957039785,0.108319380730004,0.0283274576302365,0.00278691747961884,0.876518342284423,0.0175444823761302,0.0135046293463668,0.00303082615157594,0.296710433658308,0.108319380730004,0.0942444978236369,0.00278691747961884,0.240178823551485,1,1,0.310742434357538,0.310742434357538,1,1,1,0.310742434357538,0.0175444823761302,0.0260538035868045,0.00332646419602941,0.00760932846852743,0.108319380730004,0.0373815684144019,0.00278691747961884,0.631779109423219,0.0175444823761302,0.017705547127786,0.00772716556163691,0.0638340120497377,0.108319380730004,0.26325303383643,0.00278691747961884,1,0.0175444823761302,0.0224763408995488,0.394810396356557,0.237543786410539,1,0.104832330582654,0.108319380730004,0.373318819266315
"MDK_PTPRZ1",1,1,0.310742434357538,0.310742434357538,1,1,0.612089880089257,1,0.502922621667626,0.108319380730004,0.292110353317884,0.103494872394168,1,0.612089880089257,0.612089880089257,0.612089880089257,0.104832330582654,0.303368518016874,0.223377890566974,0.71907966688416,0.428536792061782,0.26325303383643,0.799946492427152,0.462538960140444,0.0848467241041893,0.303368518016874,0.193186855978316,0.977916520887944,0.428536792061782,0.347352099187099,0.722752244691669,0.96430704452167,1,1,0.612089880089257,0.612089880089257,1,1,0.612089880089257,1,0.108319380730004,0.104832330582654,0.577183593107636,0.363027866395779,1,0.879147648395713,0.428536792061782,0.428536792061782,0.612089880089257,0.108319380730004,0.918137286310965,0.757822790750145,1,0.428536792061782,0.108319380730004,0.612089880089257,0.108319380730004,0.428536792061782,0.575899976232696,0.237522986804582,1,0.428536792061782,0.612089880089257,0.428536792061782
"WNT3A_FZD1",1,1,0.612089880089257,0.612089880089257,1,0.612089880089257,1,0.612089880089257,1,1,0.0848467241041893,0.104832330582654,1,0.612089880089257,0.612089880089257,1,0.428536792061782,0.369221227566784,0.0490953008103368,0.803260501870714,0.428536792061782,0.447514937997579,0.612089880089257,0.621281208791057,1,0.775103324202317,0.952430172891341,0.332896943548006,0.612089880089257,0.409056628800763,0.612089880089257,0.902546269167626,1,1,1,1,1,1,1,1,1,0.612089880089257,0.568650027537515,0.732332470754753,1,0.612089880089257,1,0.108319380730004,0.108319380730004,0.428536792061782,0.0848467241041893,0.128385831962489,0.612089880089257,0.428536792061782,1,0.612089880089257,1,0.612089880089257,1,0.893206273819137,0.612089880089257,0.428536792061782,1,0.428536792061782
"WNT5A_FZD1",0.428536792061782,0.65334814298881,0.10342471735821,0.0667230463882129,0.612089880089257,0.156236415191128,1,0.226957173640238,1,0.428536792061782,0.675925243037686,0.590297221008528,0.612089880089257,0.16522391977882,1,0.722752244691669,0.722752244691669,0.675925243037686,0.193186855978316,0.0527351911732817,0.428536792061782,0.134400952148207,0.612089880089257,1,0.428536792061782,0.849298474063779,0.867928861148285,0.280337369673159,0.612089880089257,0.0733745237398161,0.612089880089257,0.86398739741116,1,0.428536792061782,0.428536792061782,0.502922621667626,0.612089880089257,0.612089880089257,1,0.612089880089257,0.428536792061782,0.624288395796505,0.774515750462276,1,0.612089880089257,0.288093838477597,1,0.902546269167626,0.428536792061782,0.96430704452167,0.83723521839588,0.289245952196866,0.612089880089257,0.237522986804582,0.612089880089257,0.732332470754753,0.722752244691669,0.128385831962489,1,0.728227508261604,0.428536792061782,0.288206718464036,1,0.838294343350861
